"STATISTIC","Statistic","TLIST(A1)","Year","C03514V04244","Electoral Division","UNIT","VALUE"
"IIA01","Household median gross income","2016","2016","18018","018 Boulteen, Co. Cork","Euro","52708"
"IIA01","Household median gross income","2016","2016","18019","019 Brinny, Co. Cork","Euro","64263"
"IIA01","Household median gross income","2016","2016","18020","020 Cashel, Co. Cork","Euro","53670"
"IIA01","Household median gross income","2016","2016","18021","021 Inishannon, Co. Cork","Euro","61346"
"IIA01","Household median gross income","2016","2016","18022","022 Kilbonane, Co. Cork","Euro","73394"
"IIA01","Household median gross income","2016","2016","18023","023 Kilbrittain, Co. Cork","Euro","49688"
"IIA01","Household median gross income","2016","2016","18024","024 Kilbrogan, Co. Cork","Euro","51899"
"IIA01","Household median gross income","2016","2016","18025","025 Knockavilly, Co. Cork","Euro","65306"
"IIA01","Household median gross income","2016","2016","18026","026 Knockroe, Co. Cork","Euro","67527"
"IIA01","Household median gross income","2016","2016","18027","027 Moviddy, Co. Cork","Euro","59172"
"IIA01","Household median gross income","2016","2016","18028","028 Murragh, Co. Cork","Euro","64230"
"IIA01","Household median gross income","2016","2016","18029","029 Rathclarin, Co. Cork","Euro","52825"
"IIA01","Household median gross income","2016","2016","18030","030 Teadies, Co. Cork","Euro","42672"
"IIA01","Household median gross income","2016","2016","18031","031 Templemartin, Co. Cork","Euro","64111"
"IIA01","Household median gross income","2016","2016","18032","032 Ahil, Co. Cork","Euro","33188"
"IIA01","Household median gross income","2016","2016","18033046","999 Bantry Rural / Whiddy","Euro","41666"
"IIA01","Household median gross income","2016","2016","18034","034 Bantry Urban, Co. Cork","Euro","28581"
"IIA01","Household median gross income","2016","2016","18035","035 Douce, Co. Cork","Euro","23562"
"IIA01","Household median gross income","2016","2016","18036","036 Durrus East, Co. Cork","Euro","44974"
"IIA01","Household median gross income","2016","2016","18037","037 Durrus West, Co. Cork","Euro","32846"
"IIA01","Household median gross income","2016","2016","18038","038 Glanlough, Co. Cork","Euro","25803"
"IIA01","Household median gross income","2016","2016","18039","039 Glengarriff, Co. Cork","Euro","36499"
"IIA01","Household median gross income","2016","2016","18040","040 Kealkill, Co. Cork","Euro","45477"
"IIA01","Household median gross income","2016","2016","18041","041 Kilcaskan, Co. Cork","Euro","28049"
"IIA01","Household median gross income","2016","2016","18042","042 Mealagh, Co. Cork","Euro","30036"
"IIA01","Household median gross income","2016","2016","18043","043 Scart, Co. Cork","Euro","48782"
"IIA01","Household median gross income","2016","2016","18044","044 Seefin, Co. Cork","Euro","23718"
"IIA01","Household median gross income","2016","2016","18045","045 Sheepshead, Co. Cork","Euro","36137"
"IIA01","Household median gross income","2016","2016","18047","047 Adrigole, Co. Cork","Euro","29871"
"IIA01","Household median gross income","2016","2016","18048","048 Bear, Co. Cork","Euro","28228"
"IIA01","Household median gross income","2016","2016","18049","049 Coulagh, Co. Cork","Euro","26735"
"IIA01","Household median gross income","2016","2016","18050","050 Curryglass, Co. Cork","Euro","38305"
"IIA01","Household median gross income","2016","2016","18051","051 Kilcatherine, Co. Cork","Euro","31081"
"IIA01","Household median gross income","2016","2016","18052","052 Killaconenagh, Co. Cork","Euro","36078"
"IIA01","Household median gross income","2016","2016","18053","053 Kilnamanagh, Co. Cork","Euro","27299"
"IIA01","Household median gross income","2016","2016","18054","054 Abbeymahon, Co. Cork","Euro","50664"
"IIA01","Household median gross income","2016","2016","18055","055 Ardfield, Co. Cork","Euro","51719"
"IIA01","Household median gross income","2016","2016","18056","056 Argideen, Co. Cork","Euro","50780"
"IIA01","Household median gross income","2016","2016","18057","057 Butlerstown, Co. Cork","Euro","46694"
"IIA01","Household median gross income","2016","2016","18058","058 Cahermore, Co. Cork","Euro","37911"
"IIA01","Household median gross income","2016","2016","18059","059 Castleventry, Co. Cork","Euro","58910"
"IIA01","Household median gross income","2016","2016","18060","060 Clonakilty Rural, Co. Cork","Euro","55168"
"IIA01","Household median gross income","2016","2016","18061","061 Coolcraheen, Co. Cork","Euro","47201"
"IIA01","Household median gross income","2016","2016","18062","062 Courtmacsherry, Co. Cork","Euro","42756"
"IIA01","Household median gross income","2016","2016","18063","063 Derry, Co. Cork","Euro","38911"
"IIA01","Household median gross income","2016","2016","18064","064 Kilkerranmore, Co. Cork","Euro","48945"
"IIA01","Household median gross income","2016","2016","18065","065 Kilmaloda East, Co. Cork","Euro","62865"
"IIA01","Household median gross income","2016","2016","18066","066 Kilmaloda West, Co. Cork","Euro","51917"
"IIA01","Household median gross income","2016","2016","18067","067 Kilmoylerane, Co. Cork","Euro","55153"
"IIA01","Household median gross income","2016","2016","18068","068 Kilnagross, Co. Cork","Euro","53029"
"IIA01","Household median gross income","2016","2016","18069","069 Knocks, Co. Cork","Euro","49700"
"IIA01","Household median gross income","2016","2016","18070","070 Rathbarry, Co. Cork","Euro","47799"
"IIA01","Household median gross income","2016","2016","18071","071 Rosscarbery, Co. Cork","Euro","44268"
"IIA01","Household median gross income","2016","2016","18072","072 Rossmore, Co. Cork","Euro","44816"
"IIA01","Household median gross income","2016","2016","18073","073 Templeomalus, Co. Cork","Euro","46755"
"IIA01","Household median gross income","2016","2016","18074","074 Timoleague, Co. Cork","Euro","40820"
"IIA01","Household median gross income","2016","2016","18075","075 Ballincollig, Co. Cork","Euro","58130"
"IIA01","Household median gross income","2016","2016","18076","076 Ballygarvan, Co. Cork","Euro","63311"
"IIA01","Household median gross income","2016","2016","18077","077 Ballynaglogh, Co. Cork","Euro","61911"
"IIA01","Household median gross income","2016","2016","18078","078 Bishopstown (Part Rural), Co. Cork","Euro","51547"
"IIA01","Household median gross income","2016","2016","18079","079 Blackpool, Co. Cork","Euro","68145"
"IIA01","Household median gross income","2016","2016","18080","080 Blarney, Co. Cork","Euro","54621"
"IIA01","Household median gross income","2016","2016","18081","081 Caherlag, Co. Cork","Euro","66203"
"IIA01","Household median gross income","2016","2016","18082","082 Carrigaline, Co. Cork","Euro","59099"
"IIA01","Household median gross income","2016","2016","18083","083 Carrignavar, Co. Cork","Euro","63799"
"IIA01","Household median gross income","2016","2016","18084","084 Carrigrohane Beg, Co. Cork","Euro","63537"
"IIA01","Household median gross income","2016","2016","18085","085 Cobh Rural, Co. Cork","Euro","51815"
"IIA01","Household median gross income","2016","2016","18086","086 Douglas, Co. Cork","Euro","67579"
"IIA01","Household median gross income","2016","2016","18087","087 Dripsey, Co. Cork","Euro","57313"
"IIA01","Household median gross income","2016","2016","18088","088 Dunderrow, Co. Cork","Euro","68363"
"IIA01","Household median gross income","2016","2016","18089","089 Firmount, Co. Cork","Euro","67602"
"IIA01","Household median gross income","2016","2016","18090","090 Glenville, Co. Cork","Euro","65626"
"IIA01","Household median gross income","2016","2016","18091","091 Greenfort, Co. Cork","Euro","62444"
"IIA01","Household median gross income","2016","2016","18092","092 Inishkenny, Co. Cork","Euro","60000"
"IIA01","Household median gross income","2016","2016","18093","093 Killeagh, Co. Cork","Euro","66967"
"IIA01","Household median gross income","2016","2016","18094","094 Knockantota, Co. Cork","Euro","60360"
"IIA01","Household median gross income","2016","2016","18095","095 Knockraha, Co. Cork","Euro","68915"
"IIA01","Household median gross income","2016","2016","18096","096 Lehenagh, Co. Cork","Euro","62702"
"IIA01","Household median gross income","2016","2016","18097","097 Matehy, Co. Cork","Euro","67113"
"IIA01","Household median gross income","2016","2016","18098","098 Monkstown Rural, Co. Cork","Euro","57444"
"IIA01","Household median gross income","2016","2016","18099","099 Monkstown Urban, Co. Cork","Euro","48924"
"IIA01","Household median gross income","2016","2016","18100","100 Ovens, Co. Cork","Euro","71587"
"IIA01","Household median gross income","2016","2016","18101","101 Rathcooney (Part Rural), Co. Cork","Euro","59031"
"IIA01","Household median gross income","2016","2016","18102","102 Riverstown, Co. Cork","Euro","64573"
"IIA01","Household median gross income","2016","2016","18103","103 St. Mary's (Part Rural), Co. Cork","Euro","52807"
"IIA01","Household median gross income","2016","2016","18104","104 Whitechurch, Co. Cork","Euro","67712"
"IIA01","Household median gross income","2016","2016","18105","105 Aultagh, Co. Cork","Euro","47725"
"IIA01","Household median gross income","2016","2016","18106","106 Ballingurteen, Co. Cork","Euro","45749"
"IIA01","Household median gross income","2016","2016","18107","107 Ballymoney, Co. Cork","Euro","43991"
"IIA01","Household median gross income","2016","2016","18108","108 Béal Átha an Ghaorthaidh, Co. Cork","Euro","40388"
"IIA01","Household median gross income","2016","2016","18109","109 Bealock, Co. Cork","Euro","44160"
"IIA01","Household median gross income","2016","2016","18110","110 Carrigboy, Co. Cork","Euro","42730"
"IIA01","Household median gross income","2016","2016","18111","111 Castletown, Co. Cork","Euro","48834"
"IIA01","Household median gross income","2016","2016","18112","112 Coolmountain, Co. Cork","Euro","31101"
"IIA01","Household median gross income","2016","2016","18113","113 Drinagh, Co. Cork","Euro","35404"
"IIA01","Household median gross income","2016","2016","18114","114 Dunmanway North, Co. Cork","Euro","35905"
"IIA01","Household median gross income","2016","2016","18115","115 Dunmanway South, Co. Cork","Euro","39913"
"IIA01","Household median gross income","2016","2016","18116","116 Garrown, Co. Cork","Euro","40026"
"IIA01","Household median gross income","2016","2016","18117","117 Kinneigh, Co. Cork","Euro","51634"
"IIA01","Household median gross income","2016","2016","18118","118 Manch, Co. Cork","Euro","50538"
"IIA01","Household median gross income","2016","2016","18119","119 Milane, Co. Cork","Euro","29437"
"IIA01","Household median gross income","2016","2016","18120","120 Teerelton, Co. Cork","Euro","54452"
"IIA01","Household median gross income","2016","2016","18121","121 Aghern, Co. Cork","Euro","51563"
"IIA01","Household median gross income","2016","2016","18122","122 Ballyhooly, Co. Cork","Euro","47860"
"IIA01","Household median gross income","2016","2016","18123","123 Ballynoe, Co. Cork","Euro","48684"
"IIA01","Household median gross income","2016","2016","18124","124 Carrig, Co. Cork","Euro","69965"
"IIA01","Household median gross income","2016","2016","18125","125 Castlecooke, Co. Cork","Euro","47922"
"IIA01","Household median gross income","2016","2016","18126","126 Castle Hyde, Co. Cork","Euro","61324"
"IIA01","Household median gross income","2016","2016","18127","127 Castlelyons, Co. Cork","Euro","49645"
"IIA01","Household median gross income","2016","2016","18128","128 Castletownroche, Co. Cork","Euro","35590"
"IIA01","Household median gross income","2016","2016","18129","129 Coole, Co. Cork","Euro","50154"
"IIA01","Household median gross income","2016","2016","18130","130 Curraglass, Co. Cork","Euro","52046"
"IIA01","Household median gross income","2016","2016","18131","131 Fermoy Rural, Co. Cork","Euro","44400"
"IIA01","Household median gross income","2016","2016","18132","132 Glanworth East, Co. Cork","Euro","50082"
"IIA01","Household median gross income","2016","2016","18133","133 Glanworth West, Co. Cork","Euro","45950"
"IIA01","Household median gross income","2016","2016","18134","134 Gortnaskehy, Co. Cork","Euro","44170"
"IIA01","Household median gross income","2016","2016","18135","135 Gortroe, Co. Cork","Euro","55322"
"IIA01","Household median gross income","2016","2016","18136","136 Kilcor, Co. Cork","Euro","46860"
"IIA01","Household median gross income","2016","2016","18137","137 Kilcummer, Co. Cork","Euro","48644"
"IIA01","Household median gross income","2016","2016","18138","138 Kildinan, Co. Cork","Euro","60192"
"IIA01","Household median gross income","2016","2016","18139","139 Killathy, Co. Cork","Euro","55809"
"IIA01","Household median gross income","2016","2016","18140","140 Kilworth, Co. Cork","Euro","52462"
"IIA01","Household median gross income","2016","2016","18141","141 Knockmourne, Co. Cork","Euro","43544"
"IIA01","Household median gross income","2016","2016","18142","142 Leitrim, Co. Cork","Euro","74942"
"IIA01","Household median gross income","2016","2016","18143","143 Rathcormack, Co. Cork","Euro","51257"
"IIA01","Household median gross income","2016","2016","18144","144 Watergrasshill, Co. Cork","Euro","61975"
"IIA01","Household median gross income","2016","2016","18145","145 Allow, Co. Cork","Euro","43497"
"IIA01","Household median gross income","2016","2016","18146","146 Ballyhoolahan, Co. Cork","Euro","52736"
"IIA01","Household median gross income","2016","2016","18147","147 Banteer, Co. Cork","Euro","42329"
"IIA01","Household median gross income","2016","2016","18148","148 Barleyhill, Co. Cork","Euro","44352"
"IIA01","Household median gross income","2016","2016","18149","149 Barnacurra, Co. Cork","Euro","48302"
"IIA01","Household median gross income","2016","2016","18150","150 Bawncross, Co. Cork","Euro","50628"
"IIA01","Household median gross income","2016","2016","18151","151 Boherboy, Co. Cork","Euro","38997"
"IIA01","Household median gross income","2016","2016","18152","152 Castlecor, Co. Cork","Euro","44065"
"IIA01","Household median gross income","2016","2016","18153","153 Castlemagner, Co. Cork","Euro","58126"
"IIA01","Household median gross income","2016","2016","18154","154 Clonfert East, Co. Cork","Euro","32190"
"IIA01","Household median gross income","2016","2016","18155","155 Clonfert West, Co. Cork","Euro","36401"
"IIA01","Household median gross income","2016","2016","18156","156 Clonmeen, Co. Cork","Euro","56369"
"IIA01","Household median gross income","2016","2016","18157","157 Coolclogh, Co. Cork","Euro","62983"
"IIA01","Household median gross income","2016","2016","18158","158 Dromina, Co. Cork","Euro","39086"
"IIA01","Household median gross income","2016","2016","18159","159 Glenlara, Co. Cork","Euro","51890"
"IIA01","Household median gross income","2016","2016","18160","160 Gortmore, Co. Cork","Euro","58422"
"IIA01","Household median gross income","2016","2016","18161","161 Greenane, Co. Cork","Euro","39445"
"IIA01","Household median gross income","2016","2016","18162","162 Kanturk, Co. Cork","Euro","36123"
"IIA01","Household median gross income","2016","2016","18163","163 Kilbrin, Co. Cork","Euro","45942"
"IIA01","Household median gross income","2016","2016","18164","164 Kilmeen, Co. Cork","Euro","45539"
"IIA01","Household median gross income","2016","2016","18165","165 Knockatooan, Co. Cork","Euro","34626"
"IIA01","Household median gross income","2016","2016","18166","166 Knocktemple, Co. Cork","Euro","38621"
"IIA01","Household median gross income","2016","2016","18167","167 Meens, Co. Cork","Euro","39416"
"IIA01","Household median gross income","2016","2016","18168","168 Milford, Co. Cork","Euro","44471"
"IIA01","Household median gross income","2016","2016","18169","169 Nad, Co. Cork","Euro","36053"
"IIA01","Household median gross income","2016","2016","18170","170 Newmarket, Co. Cork","Euro","37806"
"IIA01","Household median gross income","2016","2016","18171","171 Newtown, Co. Cork","Euro","47416"
"IIA01","Household median gross income","2016","2016","18172","172 Roskeen, Co. Cork","Euro","57210"
"IIA01","Household median gross income","2016","2016","18173","173 Rosnalee, Co. Cork","Euro","44787"
"IIA01","Household median gross income","2016","2016","18174","174 Rowls, Co. Cork","Euro","29194"
"IIA01","Household median gross income","2016","2016","18175","175 Tincoora, Co. Cork","Euro","48913"
"IIA01","Household median gross income","2016","2016","18176","176 Tullylease, Co. Cork","Euro","48530"
"IIA01","Household median gross income","2016","2016","18177","177 Williamstown, Co. Cork","Euro","40396"
"IIA01","Household median gross income","2016","2016","18178","178 Ballinspittle, Co. Cork","Euro","49316"
"IIA01","Household median gross income","2016","2016","18179","179 Ballyfeard, Co. Cork","Euro","55652"
"IIA01","Household median gross income","2016","2016","18180","180 Ballyfoyle, Co. Cork","Euro","50558"
"IIA01","Household median gross income","2016","2016","18181","181 Ballymackean, Co. Cork","Euro","48874"
"IIA01","Household median gross income","2016","2016","18182","182 Ballymartle, Co. Cork","Euro","63083"
"IIA01","Household median gross income","2016","2016","18183","183 Carrigaline, Co. Cork","Euro","53235"
"IIA01","Household median gross income","2016","2016","18184","184 Coolmain, Co. Cork","Euro","61430"
"IIA01","Household median gross income","2016","2016","18185","185 Cullen, Co. Cork","Euro","71144"
"IIA01","Household median gross income","2016","2016","18186","186 Farranbrien, Co. Cork","Euro","59236"
"IIA01","Household median gross income","2016","2016","18187","187 Kilmonoge, Co. Cork","Euro","62838"
"IIA01","Household median gross income","2016","2016","18188","188 Kilpatrick, Co. Cork","Euro","64157"
"IIA01","Household median gross income","2016","2016","18189","189 Kinsale Rural, Co. Cork","Euro","56658"
"IIA01","Household median gross income","2016","2016","18190","190 Kinure, Co. Cork","Euro","56994"
"IIA01","Household median gross income","2016","2016","18191","191 Laherne, Co. Cork","Euro","45571"
"IIA01","Household median gross income","2016","2016","18192","192 Leighmoney, Co. Cork","Euro","71719"
"IIA01","Household median gross income","2016","2016","18193","193 Liscleary, Co. Cork","Euro","65795"
"IIA01","Household median gross income","2016","2016","18194","194 Nohaval, Co. Cork","Euro","60055"
"IIA01","Household median gross income","2016","2016","18195","195 Templebreedy, Co. Cork","Euro","50906"
"IIA01","Household median gross income","2016","2016","18196","196 Templemichael, Co. Cork","Euro","64400"
"IIA01","Household median gross income","2016","2016","18197","197 Aghinagh, Co. Cork","Euro","61329"
"IIA01","Household median gross income","2016","2016","18198","198 Aglish, Co. Cork","Euro","67641"
"IIA01","Household median gross income","2016","2016","18199","199 Béal Átha an Ghaorthaidh (Bealanageary), Co. Cork","Euro","39624"
"IIA01","Household median gross income","2016","2016","18200","200 Ceann Droma, Co. Cork","Euro","45996"
"IIA01","Household median gross income","2016","2016","18201","201 Cannaway, Co. Cork","Euro","59154"
"IIA01","Household median gross income","2016","2016","18202","202 Claonráth, Co. Cork","Euro","36714"
"IIA01","Household median gross income","2016","2016","18203","203 Clondrohid, Co. Cork","Euro","48699"
"IIA01","Household median gross income","2016","2016","18204","204 Clonmoyle, Co. Cork","Euro","55432"
"IIA01","Household median gross income","2016","2016","18205","205 Doire Fhínín, Co. Cork","Euro","49598"
"IIA01","Household median gross income","2016","2016","18206","206 Gort na Tiobratan, Co. Cork","Euro","44130"
"IIA01","Household median gross income","2016","2016","18207","207 Gowlane, Co. Cork","Euro","58862"
"IIA01","Household median gross income","2016","2016","18208","208 Greenville, Co. Cork","Euro","47837"
"IIA01","Household median gross income","2016","2016","18209","209 Inchigeelagh, Co. Cork","Euro","42887"
"IIA01","Household median gross income","2016","2016","18210","210 Kilberrihert, Co. Cork","Euro","45290"
"IIA01","Household median gross income","2016","2016","18211","211 Kilcullen, Co. Cork","Euro","65519"
"IIA01","Household median gross income","2016","2016","18212","212 Cill na Martra, Co. Cork","Euro","58063"
"IIA01","Household median gross income","2016","2016","18213","213 Macloneigh, Co. Cork","Euro","52901"
"IIA01","Household median gross income","2016","2016","18214","214 Magourney, Co. Cork","Euro","49649"
"IIA01","Household median gross income","2016","2016","18215","215 Mashanaglass, Co. Cork","Euro","50586"
"IIA01","Household median gross income","2016","2016","18216","216 Mountrivers, Co. Cork","Euro","46253"
"IIA01","Household median gross income","2016","2016","18217","217 Rahalisk, Co. Cork","Euro","51344"
"IIA01","Household median gross income","2016","2016","18218","218 An Sliabh Riabhach, Co. Cork","Euro","39669"
"IIA01","Household median gross income","2016","2016","18219","219 Na hUláin, Co. Cork","Euro","57546"
"IIA01","Household median gross income","2016","2016","18220","220 Warrenscourt, Co. Cork","Euro","52868"
"IIA01","Household median gross income","2016","2016","18221","221 Ardskeagh, Co. Cork","Euro","57850"
"IIA01","Household median gross income","2016","2016","18222","222 Ballyclogh, Co. Cork","Euro","57128"
"IIA01","Household median gross income","2016","2016","18223","223 Ballynamona, Co. Cork","Euro","62178"
"IIA01","Household median gross income","2016","2016","18224","224 Buttevant, Co. Cork","Euro","33897"
"IIA01","Household median gross income","2016","2016","18225","225 Caherduggan, Co. Cork","Euro","53133"
"IIA01","Household median gross income","2016","2016","18226","226 Carrig, Co. Cork","Euro","48707"
"IIA01","Household median gross income","2016","2016","18227","227 Churchtown, Co. Cork","Euro","44017"
"IIA01","Household median gross income","2016","2016","18228","228 Clenor, Co. Cork","Euro","48634"
"IIA01","Household median gross income","2016","2016","18229","229 Doneraile, Co. Cork","Euro","36293"
"IIA01","Household median gross income","2016","2016","18230","230 Dromore, Co. Cork","Euro","50177"
"IIA01","Household median gross income","2016","2016","18231","231 Imphrick, Co. Cork","Euro","50563"
"IIA01","Household median gross income","2016","2016","18232","232 Kilmaclenine, Co. Cork","Euro","44480"
"IIA01","Household median gross income","2016","2016","18233","233 Kilshannig, Co. Cork","Euro","48593"
"IIA01","Household median gross income","2016","2016","18234","234 Liscarroll, Co. Cork","Euro","42519"
"IIA01","Household median gross income","2016","2016","18235","235 Mallow Rural, Co. Cork","Euro","44528"
"IIA01","Household median gross income","2016","2016","18236","236 Milltown, Co. Cork","Euro","53744"
"IIA01","Household median gross income","2016","2016","18237","237 Monanimy, Co. Cork","Euro","48177"
"IIA01","Household median gross income","2016","2016","18238","238 Rahan, Co. Cork","Euro","54181"
"IIA01","Household median gross income","2016","2016","18239","239 Rathluirc, Co. Cork","Euro","34086"
"IIA01","Household median gross income","2016","2016","18240","240 Shanballymore, Co. Cork","Euro","44166"
"IIA01","Household median gross income","2016","2016","18241","241 Skahanagh, Co. Cork","Euro","41223"
"IIA01","Household median gross income","2016","2016","18242","242 Springfort, Co. Cork","Euro","46636"
"IIA01","Household median gross income","2016","2016","18243","243 Streamhill, Co. Cork","Euro","37778"
"IIA01","Household median gross income","2016","2016","18244","244 Templemary, Co. Cork","Euro","50098"
"IIA01","Household median gross income","2016","2016","18245","245 Wallstown, Co. Cork","Euro","43379"
"IIA01","Household median gross income","2016","2016","18246","246 Ballintemple, Co. Cork","Euro","60734"
"IIA01","Household median gross income","2016","2016","18247","247 Ballycottin, Co. Cork","Euro","45203"
"IIA01","Household median gross income","2016","2016","18248","248 Ballyspillane, Co. Cork","Euro","53217"
"IIA01","Household median gross income","2016","2016","18249","249 Carrigtohill, Co. Cork","Euro","56231"
"IIA01","Household median gross income","2016","2016","18250","250 Castlemartyr, Co. Cork","Euro","56613"
"IIA01","Household median gross income","2016","2016","18251","251 Clonmult, Co. Cork","Euro","70336"
"IIA01","Household median gross income","2016","2016","18252","252 Cloyne, Co. Cork","Euro","49135"
"IIA01","Household median gross income","2016","2016","18253","253 Corkbeg, Co. Cork","Euro","53885"
"IIA01","Household median gross income","2016","2016","18254","254 Dangan, Co. Cork","Euro","68665"
"IIA01","Household median gross income","2016","2016","18255","255 Dungourney, Co. Cork","Euro","67039"
"IIA01","Household median gross income","2016","2016","18256","256 Garryvoe, Co. Cork","Euro","61614"
"IIA01","Household median gross income","2016","2016","18257","257 Ightermurragh, Co. Cork","Euro","51028"
"IIA01","Household median gross income","2016","2016","18258","258 Inch, Co. Cork","Euro","62451"
"IIA01","Household median gross income","2016","2016","18259","259 Lisgoold, Co. Cork","Euro","61972"
"IIA01","Household median gross income","2016","2016","18260","260 Midleton Rural, Co. Cork","Euro","53077"
"IIA01","Household median gross income","2016","2016","18261","261 Mogeely, Co. Cork","Euro","49452"
"IIA01","Household median gross income","2016","2016","18262","262 Rostellan, Co. Cork","Euro","62919"
"IIA01","Household median gross income","2016","2016","18263","263 Templebodan, Co. Cork","Euro","60415"
"IIA01","Household median gross income","2016","2016","18264","264 Templenacarriga, Co. Cork","Euro","56998"
"IIA01","Household median gross income","2016","2016","18265","265 Caherbarnagh, Co. Cork","Euro","50368"
"IIA01","Household median gross income","2016","2016","18266","266 Coomlogane, Co. Cork","Euro","40938"
"IIA01","Household median gross income","2016","2016","18267","267 Crinnaloo, Co. Cork","Euro","48738"
"IIA01","Household median gross income","2016","2016","18268","268 Cullen, Co. Cork","Euro","44459"
"IIA01","Household median gross income","2016","2016","18269","269 Derragh, Co. Cork","Euro","45235"
"IIA01","Household median gross income","2016","2016","18270","270 Doonasleen, Co. Cork","Euro","51804"
"IIA01","Household median gross income","2016","2016","18271","271 Drishane, Co. Cork","Euro","43539"
"IIA01","Household median gross income","2016","2016","18272","272 Keale, Co. Cork","Euro","50454"
"IIA01","Household median gross income","2016","2016","18273","273 Kilcorney, Co. Cork","Euro","40920"
"IIA01","Household median gross income","2016","2016","18274","274 Knocknagree, Co. Cork","Euro","45552"
"IIA01","Household median gross income","2016","2016","18275","275 Rathcool, Co. Cork","Euro","42382"
"IIA01","Household median gross income","2016","2016","18276","276 Skagh, Co. Cork","Euro","51598"
"IIA01","Household median gross income","2016","2016","18277","277 Ballyarthur, Co. Cork","Euro","50254"
"IIA01","Household median gross income","2016","2016","18278","278 Derryvillane, Co. Cork","Euro","45903"
"IIA01","Household median gross income","2016","2016","18279","279 Farahy, Co. Cork","Euro","47297"
"IIA01","Household median gross income","2016","2016","18280","280 Kildorrery, Co. Cork","Euro","48677"
"IIA01","Household median gross income","2016","2016","18281","281 Kilgullane, Co. Cork","Euro","55132"
"IIA01","Household median gross income","2016","2016","18282","282 Kilphelan, Co. Cork","Euro","48243"
"IIA01","Household median gross income","2016","2016","18283","283 Marshalstown, Co. Cork","Euro","52968"
"IIA01","Household median gross income","2016","2016","18284","284 Mitchelstown, Co. Cork","Euro","36748"
"IIA01","Household median gross income","2016","2016","18285","285 Templemolaga, Co. Cork","Euro","48952"
"IIA01","Household median gross income","2016","2016","18286","286 Aghadown North, Co. Cork","Euro","40090"
"IIA01","Household median gross income","2016","2016","18287","287 Aghadown South, Co. Cork","Euro","33588"
"IIA01","Household median gross income","2016","2016","18288","288 Bredagh, Co. Cork","Euro","31121"
"IIA01","Household median gross income","2016","2016","18289","289 Caheragh, Co. Cork","Euro","40954"
"IIA01","Household median gross income","2016","2016","18290","290 Cléire, Co. Cork","Euro","33272"
"IIA01","Household median gross income","2016","2016","18291","291 Carrigbaun, Co. Cork","Euro","32928"
"IIA01","Household median gross income","2016","2016","18292","292 Castlehaven North, Co. Cork","Euro","36793"
"IIA01","Household median gross income","2016","2016","18293","293 Castlehaven South, Co. Cork","Euro","36591"
"IIA01","Household median gross income","2016","2016","18294","294 Cloghdonnell, Co. Cork","Euro","36786"
"IIA01","Household median gross income","2016","2016","18295","295 Cloonkeen, Co. Cork","Euro","34946"
"IIA01","Household median gross income","2016","2016","18296","296 Drinagh, Co. Cork","Euro","46918"
"IIA01","Household median gross income","2016","2016","18297","297 Dromdaleague North, Co. Cork","Euro","34003"
"IIA01","Household median gross income","2016","2016","18298","298 Dromdaleague South, Co. Cork","Euro","39244"
"IIA01","Household median gross income","2016","2016","18299","299 Garranes, Co. Cork","Euro","39457"
"IIA01","Household median gross income","2016","2016","18300","300 Gortnascreeny, Co. Cork","Euro","37676"
"IIA01","Household median gross income","2016","2016","18301","301 Kilfaughnabeg, Co. Cork","Euro","30386"
"IIA01","Household median gross income","2016","2016","18302","302 Killeenleagh, Co. Cork","Euro","45724"
"IIA01","Household median gross income","2016","2016","18303","303 Knockskagh, Co. Cork","Euro","37860"
"IIA01","Household median gross income","2016","2016","18304","304 Myross, Co. Cork","Euro","40968"
"IIA01","Household median gross income","2016","2016","18305","305 Shreelane, Co. Cork","Euro","47757"
"IIA01","Household median gross income","2016","2016","18306","306 Skibbereen Rural, Co. Cork","Euro","40037"
"IIA01","Household median gross income","2016","2016","18307","307 Tullagh, Co. Cork","Euro","32226"
"IIA01","Household median gross income","2016","2016","18308","308 Woodfort, Co. Cork","Euro","38685"
"IIA01","Household median gross income","2016","2016","18309","309 Ballybane, Co. Cork","Euro","21979"
"IIA01","Household median gross income","2016","2016","18310","310 Ballydehob, Co. Cork","Euro","28553"
"IIA01","Household median gross income","2016","2016","18311","311 Coolagh, Co. Cork","Euro","21343"
"IIA01","Household median gross income","2016","2016","18312","312 Crookhaven, Co. Cork","Euro","29184"
"IIA01","Household median gross income","2016","2016","18313","313 Dunbeacon, Co. Cork","Euro","27451"
"IIA01","Household median gross income","2016","2016","18314","314 Dunmanus, Co. Cork","Euro","32269"
"IIA01","Household median gross income","2016","2016","18315","315 Goleen, Co. Cork","Euro","22090"
"IIA01","Household median gross income","2016","2016","18316","316 Kilcoe, Co. Cork","Euro","30635"
"IIA01","Household median gross income","2016","2016","18317","317 Lowertown, Co. Cork","Euro","38140"
"IIA01","Household median gross income","2016","2016","18318","318 Skull, Co. Cork","Euro","27958"
"IIA01","Household median gross income","2016","2016","18319","319 Toormore, Co. Cork","Euro","32220"
"IIA01","Household median gross income","2016","2016","18320","320 Ardagh, Co. Cork","Euro","51797"
"IIA01","Household median gross income","2016","2016","18321","321 Clonpriest, Co. Cork","Euro","50193"
"IIA01","Household median gross income","2016","2016","18322","322 Kilcronat, Co. Cork","Euro","51119"
